pose_cap_00,pose_cap_01,pose_cap_02,pose_cap_03,pose_cap_10,pose_cap_11,pose_cap_12,pose_cap_13,pose_cap_20,pose_cap_21,pose_cap_22,pose_cap_23,pose_cap_30,pose_cap_31,pose_cap_32,pose_cap_33
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.88205097904357,0.33039793035446097,-0.33589176528424813,1.319,0.47078338374718376,-0.5897834725119315,0.6561390562520417,0.8446,0.018683574492897287,-0.7368803587891706,-0.6757649449882053,1.5203,0.0,0.0,0.0,1.0
0.8895646962216699,0.3148665691402918,-0.330958751015697,1.3263000000000003,0.45666514861114826,-0.5947664816821728,0.661596383236311,0.8375,0.011471411421710528,-0.7396701128917078,-0.6728718531895675,1.5226,0.0,0.0,0.0,1.0
0.9013501393626473,0.29153025237573393,-0.32027806390803165,1.3370000000000002,0.43305655533231224,-0.5973407824341833,0.6750155624314369,0.8274000000000002,0.0054723079818556584,-0.7471238863740459,-0.664662284363039,1.5265000000000002,0.0,0.0,0.0,1.0
0.9098920679037833,0.27326913155487553,-0.3121224223041678,1.3454000000000004,0.41484505451402115,-0.5995039803744044,0.6844695451665503,0.8190000000000001,-7.423635202571892e-05,-0.7522758531645752,-0.6588482641962974,1.5298000000000003,0.0,0.0,0.0,1.0
0.9156302114886768,0.2563787576394002,-0.30966312089184705,1.3531000000000004,0.401976667410874,-0.5953619264541178,0.695671571494832,0.8097,-0.006006218981070391,-0.7614552574906285,-0.648189645222316,1.5335000000000003,0.0,0.0,0.0,1.0
0.9210968691794441,0.2360716908449283,-0.30959766531652455,1.3627000000000005,0.38905048305142526,-0.5884133933978518,0.7088084368201878,0.7957,-0.014841806671656459,-0.773330353246038,-0.6338295397999999,1.5391,0.0,0.0,0.0,1.0
0.9240358304946568,0.22616045233862508,-0.3082356789212413,1.3693000000000004,0.38186926665895093,-0.5845286594976807,0.7158925264361976,0.7842999999999999,-0.018266010604538988,-0.7792160778781684,-0.6264891514086751,1.5435,0.0,0.0,0.0,1.0
0.9243762112426717,0.21497332195160085,-0.31514296904379296,1.3762000000000008,0.3807296189836283,-0.5717408778578843,0.7267443331838785,0.768,-0.02394947425779865,-0.7917694357800084,-0.6103503774451078,1.5488,0.0,0.0,0.0,1.0
0.9207415521479785,0.21544496678553932,-0.32529749527918206,1.3800000000000003,0.38933497584971005,-0.5619363228264626,0.7298259009300657,0.7538000000000001,-0.025559161336737635,-0.7986307252886372,-0.6012783830279539,1.5526,0.0,0.0,0.0,1.0
0.9161400906674595,0.21776177493179635,-0.3365518439265683,1.3830000000000005,0.3999657213310632,-0.5525697830833118,0.7312277733944373,0.7390000000000001,-0.026734921580994175,-0.8045162796375339,-0.5933285765629719,1.5562,0.0,0.0,0.0,1.0
0.9075399275617231,0.22482925673276663,-0.3547154989540977,1.3850000000000005,0.419166013621382,-0.5370297026455481,0.7320511945903758,0.7191,-0.02590623295699793,-0.8130503697763315,-0.5816166807275661,1.5601999999999998,0.0,0.0,0.0,1.0
0.8976771170102851,0.23563967392868607,-0.3723570029781713,1.3859000000000006,0.4399616591408178,-0.5266226575772583,0.7273941950636724,0.7035,-0.02468870353344445,-0.8167879287777533,-0.5764095309073135,1.5631999999999997,0.0,0.0,0.0,1.0
0.8888410151227378,0.24255644244526914,-0.3887518772480416,1.3858000000000004,0.45759245735675047,-0.5141034898375488,0.7254700164080304,0.6886999999999999,-0.02389127049347321,-0.8227174326372044,-0.5679482663315905,1.5659999999999998,0.0,0.0,0.0,1.0
0.8769223985154381,0.25278067657524633,-0.4087897216566146,1.3841000000000006,0.48006661870714434,-0.5019021938706982,0.7194652384868034,0.6690999999999999,-0.02330554837418143,-0.8271614820202552,-0.5614808403472353,1.5693999999999997,0.0,0.0,0.0,1.0
0.8630815386739712,0.2629175811623333,-0.4312361338245192,1.3814,0.5042845409179179,-0.49602973897759833,0.7068603821413548,0.6548999999999997,-0.028059925006597222,-0.8275438620191478,-0.5606993820605297,1.5716999999999999,0.0,0.0,0.0,1.0
0.8468828982055754,0.2723778032497901,-0.45672714942703346,1.3780999999999999,0.5305008274670167,-0.49225344537231613,0.6901126122423032,0.6415999999999995,-0.03685415558300118,-0.8267386998416758,-0.561377674476248,1.5737,0.0,0.0,0.0,1.0
0.823869442808509,0.28144200955358706,-0.49196497483544016,1.3719999999999997,0.5639172333418383,-0.4941624025737945,0.6616652279080283,0.6245999999999998,-0.05689020255266978,-0.8225532901526414,-0.5658353026390114,1.5762000000000003,0.0,0.0,0.0,1.0
0.805825101360986,0.29836849934481346,-0.5114901217181821,1.3665999999999996,0.5891958727274674,-0.4902290368439115,0.6422800907672683,0.6127999999999997,-0.05911116288379883,-0.8189332879019006,-0.5708363516706948,1.5783000000000003,0.0,0.0,0.0,1.0
0.7900169895253757,0.315347524554141,-0.525765247062639,1.3599999999999997,0.6106035060091475,-0.48178929936870857,0.6285240086608846,0.6013999999999996,-0.05510457976066904,-0.8175787483609066,-0.5731740359768706,1.5803000000000005,0.0,0.0,0.0,1.0
0.7677712849164167,0.3281974793189657,-0.550285079414726,1.3514999999999995,0.6383018155116157,-0.46639679482755636,0.6124090316848368,0.5867999999999994,-0.055660096769323174,-0.8214380343904595,-0.5675751133412823,1.5823000000000007,0.0,0.0,0.0,1.0
0.747820321795784,0.3424618092763312,-0.5687571322598353,1.3435999999999997,0.6619956096893636,-0.44950425284906265,0.5997564000680746,0.5769999999999995,-0.050265087896660406,-0.8250247486335124,-0.5628566292413661,1.5831000000000006,0.0,0.0,0.0,1.0
0.727745545098444,0.3588731803577224,-0.5844625411515281,1.3354,0.6845604201922775,-0.4322597976679763,0.5869655002010044,0.5675999999999995,-0.041993483965274594,-0.8272614506550976,-0.5602455172194455,1.583700000000001,0.0,0.0,0.0,1.0
0.6946459309497224,0.3788336084217558,-0.6115162530506812,1.3241,0.7184458912489889,-0.408012048222893,0.5633486219495063,0.5546999999999994,-0.036090607676241906,-0.8306691673795974,-0.5555953585141328,1.5847000000000009,0.0,0.0,0.0,1.0
0.669201623378912,0.39485337707381524,-0.6294918568817487,1.3153,0.742275423342605,-0.3946428575892644,0.5415572092173997,0.5460999999999996,-0.03458877229082383,-0.8296672981184597,-0.5571855985793513,1.584800000000001,0.0,0.0,0.0,1.0
0.6392934346134268,0.4130148598345455,-0.6486313513977096,1.3065,0.7682453687701869,-0.37947881170965153,0.5155529893489061,0.5371999999999996,-0.033210808832807984,-0.8278976730365198,-0.5598950662020419,1.584700000000001,0.0,0.0,0.0,1.0
0.5937423747536698,0.43369698260784373,-0.6777735017679023,1.2955,0.8043403364588926,-0.3434545040493297,0.4848459825485071,0.5256999999999996,-0.022508122246648894,-0.8330341715230433,-0.5527634697660917,1.5851000000000013,0.0,0.0,0.0,1.0
0.571233382118493,0.44469961413282644,-0.6898801898471816,1.2885,0.8206796498377595,-0.32308803309911527,0.4712738431213001,0.5175999999999996,-0.01331673742483321,-0.8353779839439524,-0.5495145934787333,1.584900000000001,0.0,0.0,0.0,1.0
0.5528428816135066,0.46143250736913377,-0.6938622265207329,1.2814,0.8332706032970215,-0.3111130641714629,0.4570216220080443,0.5102999999999995,-0.004984970440617887,-0.8308361465685518,-0.5564947867004945,1.5841000000000012,0.0,0.0,0.0,1.0
0.5136782869470152,0.47778772924316126,-0.7126384099273938,1.2726,0.8579065414728776,-0.2749487481754359,0.4340501721861304,0.5002999999999994,0.011444807435144989,-0.8343393024791695,-0.5511324203141642,1.583200000000001,0.0,0.0,0.0,1.0
0.4892933907479797,0.48173089976251654,-0.7269988431795075,1.2668999999999997,0.8718762706846372,-0.2505188733091581,0.42079931408328425,0.49329999999999957,0.020585101102399694,-0.8397473633956284,-0.5425869693262992,1.582500000000001,0.0,0.0,0.0,1.0
0.4677955958883365,0.49431477911411487,-0.7326801345859194,1.2618999999999998,0.883303962914838,-0.23269477070807124,0.40697328264158095,0.4865999999999995,0.03068207239449107,-0.8375595756926699,-0.5454837922423522,1.5814000000000008,0.0,0.0,0.0,1.0
0.42297894594220276,0.5053576829987149,-0.7521319189635514,1.2557999999999998,0.9051576966977775,-0.1970125046434327,0.3766637985298012,0.4770999999999998,0.042170551317235336,-0.8401188518586488,-0.5407605379031543,1.5791000000000008,0.0,0.0,0.0,1.0
0.39832498670883504,0.5122753399116463,-0.7608621301404176,1.2522999999999997,0.9156259825363792,-0.1728156248994625,0.3629928647988843,0.47029999999999983,0.05446342871779906,-0.8412542635309596,-0.5378893929269156,1.5770000000000006,0.0,0.0,0.0,1.0
0.37347639726435616,0.5251177222058043,-0.7647004371071229,1.2498,0.9246761781223015,-0.14490140472454113,0.35210445683346797,0.4631999999999999,0.07409012282061081,-0.838602981591554,-0.539681103028617,1.5744000000000007,0.0,0.0,0.0,1.0
0.33946176038390063,0.5426693161645276,-0.7682940365059379,1.2482,0.9360667516030176,-0.11462759365280516,0.3326252415508261,0.4541999999999998,0.09243781574897245,-0.8320880530730466,-0.5468863887067117,1.570100000000001,0.0,0.0,0.0,1.0
0.3138758670258673,0.5569195817272939,-0.7689749798188861,1.2478,0.9439117488619703,-0.09557110139885147,0.316064510721704,0.4478999999999999,0.10253072934052349,-0.8250495403708241,-0.5556803986778682,1.5663000000000011,0.0,0.0,0.0,1.0
0.2760895580222756,0.5679574377945643,-0.775370172759372,1.2485,0.9544207318247064,-0.06684146930988435,0.2908836273214606,0.44169999999999987,0.11338263806359106,-0.8203392998231469,-0.5605245851444982,1.5620000000000012,0.0,0.0,0.0,1.0
0.23108523806899964,0.5742960662391303,-0.7853557417176334,1.2509000000000001,0.966147117998427,-0.04027805042296488,0.2548282265320326,0.4347999999999998,0.11471424989917293,-0.8176562278588638,-0.5641621521457152,1.5564000000000011,0.0,0.0,0.0,1.0
0.20481348199237895,0.5825407347578977,-0.786573410395931,1.2541000000000002,0.9731358938224958,-0.0348555124280675,0.2275777348680469,0.4308999999999998,0.10515688160292744,-0.8120538070849157,-0.5740301774736608,1.5515000000000012,0.0,0.0,0.0,1.0
0.17290673210357685,0.5845331741249947,-0.7927321302562552,1.2577000000000005,0.9804493858299803,-0.025394068738714932,0.19512596725835796,0.4271999999999997,0.09392690678862266,-0.810972323584629,-0.5774959970085244,1.546400000000001,0.0,0.0,0.0,1.0
0.14548075961758167,0.5866292645311314,-0.7966815264437573,1.2647000000000002,0.9861885330743498,-0.021549186710145937,0.1642187863333407,0.4235999999999996,0.07916770688706223,-0.8095688596702539,-0.5816620458981742,1.5403000000000011,0.0,0.0,0.0,1.0
0.14711704905100306,0.5864573791349557,-0.7965075745632829,1.2704000000000002,0.9871943434007696,-0.03684526335362753,0.1552087462932661,0.4217999999999996,0.061675783222028144,-0.80914162482631,-0.5843679737437614,1.5353000000000014,0.0,0.0,0.0,1.0
0.15266147688787085,0.5857020300360706,-0.7960198524446742,1.2765000000000002,0.9871960486603321,-0.05268665529189174,0.15055921713260878,0.4197999999999995,0.04624321554395627,-0.8088122454351075,-0.5862459523530863,1.5305000000000013,0.0,0.0,0.0,1.0
0.16467494296128676,0.5871150183752383,-0.7925768848250256,1.2848000000000002,0.9859197991521325,-0.07430690170051445,0.14980198262871122,0.4164999999999995,0.029057061112910832,-0.8060858760441816,-0.5910848057948781,1.5234000000000016,0.0,0.0,0.0,1.0
0.18002701638827034,0.5899288094849434,-0.7871304041326418,1.2910000000000001,0.9834642120054107,-0.09191283924833031,0.15604542186777084,0.41339999999999943,0.01970829964551389,-0.8022069743657114,-0.596720665977052,1.5181000000000016,0.0,0.0,0.0,1.0
0.19798110999647314,0.5897935216586593,-0.7829093701662038,1.2965,0.9801140024703847,-0.1081817979075846,0.1663527600100685,0.40909999999999946,0.013417236900701991,-0.800275140442935,-0.5994828415751299,1.5128000000000015,0.0,0.0,0.0,1.0
0.22033680618709386,0.5914290982364763,-0.7756695904819656,1.3033,0.9753846356607441,-0.1264608089424653,0.18064461331181933,0.4021999999999994,0.00874667686786655,-0.7963788580573983,-0.6047348262527669,1.5058000000000018,0.0,0.0,0.0,1.0
0.23566001870038356,0.5915414840342001,-0.7710661633431671,1.3077,0.9718240365594176,-0.13957723229987767,0.1899374586248539,0.39549999999999946,0.004732605149106479,-0.7941012963659752,-0.6077670059804018,1.500900000000002,0.0,0.0,0.0,1.0
0.24607300713114766,0.5884807862526424,-0.7701548151981569,1.3113000000000001,0.9692510824826336,-0.1499308080483399,0.19512327360983267,0.3875999999999994,-0.0006436362948749737,-0.7944879590084701,-0.6072795638936633,1.496200000000002,0.0,0.0,0.0,1.0
